"Product ID","Product Name","Product Main image","Product Details Page Link","Product Price(Unit price)",Commission,"Promotion Link(Valid for 15 days)"
1653662,"XLF X03 1/10 2.4G 4WD 60km/h Brushless RC Car Model Electric Off-Road RTR Vehicles",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/F7/64/2e4c739a-c5da-4a38-a216-4da2820409c6.jpg,https://www.banggood.com/XLF-X03-1-or-10-2_4G-4WD-60km-or-h-Brushless-RC-Car-Model-Electric-Off-Road-RTR-Vehicles-reviews-p1653662.html,US$165.15,US$11.56,https://www.banggood.com/XLF-X03-1-or-10-2_4G-4WD-60km-or-h-Brushless-RC-Car-Model-Electric-Off-Road-RTR-Vehicles-p-1653662.html?p=4T181370308054202203&custlinkid=1794853
1684268,"Wltoys 144001 1/14 2.4G 4WD High Speed Racing RC Car Vehicle Models 60km/h Two Battery 7.4V 2600mAh",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/81/A7/84208453-221d-4259-a0f2-547bca6774a8.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-Two-Battery-7_4V-2600mAh-reviews-p1684268.html,"US$145.99 ~ US$157.99",US$10.22,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-Racing-RC-Car-Vehicle-Models-60km-or-h-Two-Battery-7_4V-2600mAh-p-1684268.html?p=4T181370308054202203&custlinkid=1794854
1684281,"Wltoys 144001 1/14 2.4G 4WD High Speed RC Drift Cars Off Road Fast RC Cars Vehicle Electric Models 60km/h Upgraded Battery 7.4v 2600mah",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/65/49/9ab32f7b-d44e-433e-8444-6e8cd2e0c826.jpg,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-RC-Drift-Cars-Off-Road-Fast-RC-Cars-Vehicle-Electric-Models-60km-or-h-Upgraded-Battery-7_4v-2600mah-reviews-p1684281.html,US$95.99,US$6.72,https://www.banggood.com/Wltoys-144001-1-or-14-2_4G-4WD-High-Speed-RC-Drift-Cars-Off-Road-Fast-RC-Cars-Vehicle-Electric-Models-60km-or-h-Upgraded-Battery-7_4v-2600mah-p-1684281.html?p=4T181370308054202203&custlinkid=1794855
1694748,"WLtoys 12427 2.4G 1/12 4WD Crawler RC Car With LED Light Two Battery 7.4V 1500mAh",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/84/B4/007e9fda-00c3-4244-9eed-75b3707226f0.jpg,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-Two-Battery-7_4V-1500mAh-reviews-p1694748.html,US$125.49,US$8.78,https://www.banggood.com/WLtoys-12427-2_4G-1-or-12-4WD-Crawler-RC-Car-With-LED-Light-Two-Battery-7_4V-1500mAh-p-1694748.html?p=4T181370308054202203&custlinkid=1794856
1697781,"1/24 2.4G 4WD Drift RC Car On-Road Vehicles RTR Model",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/69/97/3b0f0dae-b37c-486a-957e-f7744bd5194a.jpg,https://www.banggood.com/1-or-24-2_4G-4WD-Drift-RC-Car-On-Road-Vehicles-RTR-Model-reviews-p1697781.html,US$37.79,US$2.65,https://www.banggood.com/1-or-24-2_4G-4WD-Drift-RC-Car-On-Road-Vehicles-RTR-Model-p-1697781.html?p=4T181370308054202203&custlinkid=1794857
1705877,"Wltoys K969 1/28 2.4G 4WD Brushed RC Car Drift Car Two Battery 7.4V 400mAh",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/89/C4/707b4825-5f94-4f39-a0da-1e2e7e8148c2.jpg,https://www.banggood.com/Wltoys-K969-1-or-28-2_4G-4WD-Brushed-RC-Car-Drift-Car-Two-Battery-7_4V-400mAh-reviews-p1705877.html,US$86.59,US$6.06,https://www.banggood.com/Wltoys-K969-1-or-28-2_4G-4WD-Brushed-RC-Car-Drift-Car-Two-Battery-7_4V-400mAh-p-1705877.html?p=4T181370308054202203&custlinkid=1794858
1710589,"WPL C24 1/16 2.4G 4WD Crawler Truck RC Car Full Proportional Control RTR",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/04/BC/915e1f10-1bbb-41d6-8681-f265826760ee.jpg,https://www.banggood.com/WPL-C24-1-or-16-2_4G-4WD-Crawler-Truck-RC-Car-Full-Proportional-Control-RTR-reviews-p1710589.html,US$53.99,US$3.78,https://www.banggood.com/WPL-C24-1-or-16-2_4G-4WD-Crawler-Truck-RC-Car-Full-Proportional-Control-RTR-p-1710589.html?p=4T181370308054202203&custlinkid=1794859
1712772,"HS 18323 1/18 2.4G 4WD 36km/h RC Car Model Proportional Control Big Foot Off Road Truck RTR Vehicle",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/F8/2F/d10f0a18-a70a-4382-8152-68989cc36375.jpg,https://www.banggood.com/HS-18323-1-or-18-2_4G-4WD-36km-or-h-RC-Car-Model-Proportional-Control-Big-Foot-Off-Road-Truck-RTR-Vehicle-reviews-p1712772.html,US$51.99,US$3.64,https://www.banggood.com/HS-18323-1-or-18-2_4G-4WD-36km-or-h-RC-Car-Model-Proportional-Control-Big-Foot-Off-Road-Truck-RTR-Vehicle-p-1712772.html?p=4T181370308054202203&custlinkid=1794860
1720320,"WPL D12 1/10 2.4G 2WD Military Truck Crawler Off Road RC Car Vehicle Models Toy",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/D4/D4/5453a41c-8c10-4468-afc5-13038b9ed852.jpg,https://www.banggood.com/WPL-D12-1-or-10-2_4G-2WD-Military-Truck-Crawler-Off-Road-RC-Car-Vehicle-Models-Toy-reviews-p1720320.html,US$50.99,US$3.57,https://www.banggood.com/WPL-D12-1-or-10-2_4G-2WD-Military-Truck-Crawler-Off-Road-RC-Car-Vehicle-Models-Toy-p-1720320.html?p=4T181370308054202203&custlinkid=1794861
1741375,"Eachine EAT08 1/14 All Terrain RC Car RTR Electric Vehicle with 2.4 GHz Remote Control LED Lights and Several Rechargeable Batteries Off Road RC Crawler 20+ Min Play Great Gifts for Boys Kids and Adults",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/54/8A/7e8cf6a1-025c-4ff3-ae54-692aef0a5578.jpg,https://www.banggood.com/Eachine-EAT08-1-or-14-All-Terrain-RC-Car-RTR-Electric-Vehicle-with-2_4-GHz-Remote-Control-LED-Lights-and-Several-Rechargeable-Batteries-Off-Road-RC-Crawler-20+-Min-Play-Great-Gifts-for-Boys-Kids-and-Adults-reviews-p1741375.html,"US$28.99 ~ US$32.99",US$2.03,https://www.banggood.com/Eachine-EAT08-1-or-14-All-Terrain-RC-Car-RTR-Electric-Vehicle-with-2_4-GHz-Remote-Control-LED-Lights-and-Several-Rechargeable-Batteries-Off-Road-RC-Crawler-20+-Min-Play-Great-Gifts-for-Boys-Kids-and-Adults-p-1741375.html?p=4T181370308054202203&custlinkid=1794862
1756976,"DGF1 1/10 RC Car Frame W/ Carbon Fiber Sponge Tire Kit For Racing Drift Car Without Battery Transmitter",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/DA/F8/ca434e6d-0cc8-45ad-aa7e-539e8fc61236.jpg,https://www.banggood.com/DGF1-1-or-10-RC-Car-Frame-W-or-Carbon-Fiber-Sponge-Tire-Kit-For-Racing-Drift-Car-Without-Battery-Transmitter-reviews-p1756976.html,"US$149.99 ~ US$161.99",US$10.5,https://www.banggood.com/DGF1-1-or-10-RC-Car-Frame-W-or-Carbon-Fiber-Sponge-Tire-Kit-For-Racing-Drift-Car-Without-Battery-Transmitter-p-1756976.html?p=4T181370308054202203&custlinkid=1794863
1757087,"Wltoys 124018 RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Off-Road Truck 2200mAh Vehicles Models Kids Toys",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/2F/A8/1df87eae-34ef-4fdc-9194-39906383cf2b.jpg,https://www.banggood.com/Wltoys-124018-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Truck-2200mAh-Vehicles-Models-Kids-Toys-reviews-p1757087.html,US$161.69,US$11.32,https://www.banggood.com/Wltoys-124018-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Truck-2200mAh-Vehicles-Models-Kids-Toys-p-1757087.html?p=4T181370308054202203&custlinkid=1794864
1757187,"Wltoys 124019 RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Off-Road Vehicles 2200mAh Models Kids Toys",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/FE/55/6254fe0a-66cb-4965-9934-c26343c3a38d.jpg,https://www.banggood.com/Wltoys-124019-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Vehicles-2200mAh-Models-Kids-Toys-reviews-p1757187.html,US$132.99,US$9.31,https://www.banggood.com/Wltoys-124019-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Off-Road-Vehicles-2200mAh-Models-Kids-Toys-p-1757187.html?p=4T181370308054202203&custlinkid=1794865
1765764,"Eachine EAT09 1/22 2.4G Remote Control Car Toy with Several Batteries High Speed 15-20 Km/h RC Off Road Crawler All Terrains 50+ Min Play Time RC Vehicle Electric Toy Car for Kids and Beginners",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/67/8C/36db7607-6e62-405b-8f83-9dff90976acc.jpg,https://www.banggood.com/Eachine-EAT09-1-or-22-2_4G-Remote-Control-Car-Toy-with-Several-Batteries-High-Speed-15-20-Km-or-h-RC-Off-Road-Crawler-All-Terrains-50+-Min-Play-Time-RC-Vehicle-Electric-Toy-Car-for-Kids-and-Beginners-reviews-p1765764.html,"US$28.99 ~ US$33.99",US$1.54,https://www.banggood.com/Eachine-EAT09-1-or-22-2_4G-Remote-Control-Car-Toy-with-Several-Batteries-High-Speed-15-20-Km-or-h-RC-Off-Road-Crawler-All-Terrains-50+-Min-Play-Time-RC-Vehicle-Electric-Toy-Car-for-Kids-and-Beginners-p-1765764.html?p=4T181370308054202203&custlinkid=1794866
1766600,"Wltoys 124019 Several 2200mAh Battery RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Vehicles Models Kids Toys",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/B1/BE/46e1a0f5-2a72-4f51-9663-1eaec0432f75.png,https://www.banggood.com/Wltoys-124019-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-reviews-p1766600.html,"US$154.99 ~ US$164.49",US$12.53,https://www.banggood.com/Wltoys-124019-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-p-1766600.html?p=4T181370308054202203&custlinkid=1794867
1779809,"Wltoys 124018 Several 2200mAh Battery RTR 1/12 2.4G 4WD 60km/h Metal Chassis RC Car Vehicles Models Kids Toys",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/00/A5/b8af8ac7-e467-4bae-ae5e-4d0e3104f31a.png,https://www.banggood.com/Wltoys-124018-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-reviews-p1779809.html,"US$114.99 ~ US$124.99",US$12.53,https://www.banggood.com/Wltoys-124018-Several-2200mAh-Battery-RTR-1-or-12-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Kids-Toys-p-1779809.html?p=4T181370308054202203&custlinkid=1794868
1787975,"EACHINE EC10 Stunt RC Car Double Sided 360° Rotation and Flip Remote Control Electric Drift RC Car High Speed Autos For Adults Kid",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/EA/1B/a6e8cc39-2ab8-4350-aefc-8feacddd6720.jpg,https://www.banggood.com/EACHINE-EC10-Stunt-RC-Car-Double-Sided-360-Rotation-and-Flip-Remote-Control-Electric-Drift-RC-Car-High-Speed-Autos-For-Adults-Kid-reviews-p1787975.html,"US$49.99 ~ US$52.99",US$1.61,https://www.banggood.com/EACHINE-EC10-Stunt-RC-Car-Double-Sided-360-Rotation-and-Flip-Remote-Control-Electric-Drift-RC-Car-High-Speed-Autos-For-Adults-Kid-p-1787975.html?p=4T181370308054202203&custlinkid=1794869
1791887,"SG 1603 RTR Several Battery 1/16 2.4G 4WD 30km/h RC Car LED Light Drift On-Road Proportional Vehicles Model",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/40/D0/4ad9cdc1-0792-42eb-af59-c035ee52f1c1.jpg,https://www.banggood.com/SG-1603-RTR-Several-Battery-1-or-16-2_4G-4WD-30km-or-h-RC-Car-LED-Light-Drift-On-Road-Proportional-Vehicles-Model-reviews-p1791887.html,"US$79.99 ~ US$87.99",US$9.14,https://www.banggood.com/SG-1603-RTR-Several-Battery-1-or-16-2_4G-4WD-30km-or-h-RC-Car-LED-Light-Drift-On-Road-Proportional-Vehicles-Model-p-1791887.html?p=4T181370308054202203&custlinkid=1794870
1820875,"Eachine EAT13 1/20 RC Car 2.4G 25km/h High Speed RTR Off-Road RC Vehicle Toy for Kids and Beginners",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/38/E7/1b408cb7-c433-45df-895c-f5f5b5e8dc51.jpg,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-reviews-p1820875.html,"US$18.19 ~ US$23.19",US$1.33,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-p-1820875.html?p=4T181370308054202203&custlinkid=1794871
1820883,"Eachine EAT13 1/20 RC Car with Two Batteries 2.4G 25km/h High Speed RTR Off-Road RC Vehicle Toy for Kids and Beginners",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/3F/20/927bd23e-01a2-4ee2-aa2a-3e576fa31dd4.jpg,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-with-Two-Batteries-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-reviews-p1820883.html,US$39.99,US$2.8,https://www.banggood.com/Eachine-EAT13-1-or-20-RC-Car-with-Two-Batteries-2_4G-25km-or-h-High-Speed-RTR-Off-Road-RC-Vehicle-Toy-for-Kids-and-Beginners-p-1820883.html?p=4T181370308054202203&custlinkid=1794872
1822284,"Wltoys 124019 RTR Upgraded 7.4V 2600mAh 2.4G 4WD 60km/h Metal Chassis RC Car Vehicles Models Toys",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/C0/D1/ecc0fb4a-068b-4165-8d6b-59e6b0d5afdc.jpg,https://www.banggood.com/Wltoys-124019-RTR-Upgraded-7_4V-2600mAh-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Toys-reviews-p1822284.html,US$116.99,US$8.19,https://www.banggood.com/Wltoys-124019-RTR-Upgraded-7_4V-2600mAh-2_4G-4WD-60km-or-h-Metal-Chassis-RC-Car-Vehicles-Models-Toys-p-1822284.html?p=4T181370308054202203&custlinkid=1794873
1833937,"RGT 136100V3 Rock Cruiser 1/10 RC Car with 2.4G Remote Control 4WD 4CH Off-Road Waterproof RC Vehicle Model Crawler with LED Headlight Suitable for RC Model Car Beginners and Enthusiasts",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/E8/0B/8d45c793-baf2-4b2e-bfd2-888ba3524ad2.jpg,https://www.banggood.com/RGT-136100V3-Rock-Cruiser-1-or-10-RC-Car-with-2_4G-Remote-Control-4WD-4CH-Off-Road-Waterproof-RC-Vehicle-Model-Crawler-with-LED-Headlight-Suitable-for-RC-Model-Car-Beginners-and-Enthusiasts-reviews-p1833937.html,"US$13.99 ~ US$222.99",US$0.98,https://www.banggood.com/RGT-136100V3-Rock-Cruiser-1-or-10-RC-Car-with-2_4G-Remote-Control-4WD-4CH-Off-Road-Waterproof-RC-Vehicle-Model-Crawler-with-LED-Headlight-Suitable-for-RC-Model-Car-Beginners-and-Enthusiasts-p-1833937.html?p=4T181370308054202203&custlinkid=1794874
1834343,"JY68 1/12 2.4G 4WD High Speed RC Car Vehicle Models 40km/h 7.4V 1500mAh Two Battery",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/60/B6/1f5e05fb-dc50-497f-b2e5-c2dae639f75d.jpg,https://www.banggood.com/JY68-1-or-12-2_4G-4WD-High-Speed-RC-Car-Vehicle-Models-40km-or-h-7_4V-1500mAh-Two-Battery-reviews-p1834343.html,US$65.99,US$4.62,https://www.banggood.com/JY68-1-or-12-2_4G-4WD-High-Speed-RC-Car-Vehicle-Models-40km-or-h-7_4V-1500mAh-Two-Battery-p-1834343.html?p=4T181370308054202203&custlinkid=1794875
1835356,"HBX 2188A 1/18 2.4G 4WD RC Car Drift RTR Vehicle Models Full Propotional Control",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/66/F1/bafa59fb-8b00-42a9-b992-b27a3a9dd655.jpg,https://www.banggood.com/HBX-2188A-1-or-18-2_4G-4WD-RC-Car-Drift-RTR-Vehicle-Models-Full-Propotional-Control-reviews-p1835356.html,US$65.99,US$4.62,https://www.banggood.com/HBX-2188A-1-or-18-2_4G-4WD-RC-Car-Drift-RTR-Vehicle-Models-Full-Propotional-Control-p-1835356.html?p=4T181370308054202203&custlinkid=1794876
1837691,"SG 1603 RTR Brushless 60km/h Several Battery 1/16 2.4G 4WD RC Car LED Light Proportional Vehicles Model",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/B2/83/7830751d-b4d3-4ac9-9acf-f241e16094f2.jpg,https://www.banggood.com/SG-1603-RTR-Brushless-60km-or-h-Several-Battery-1-or-16-2_4G-4WD-RC-Car-LED-Light-Proportional-Vehicles-Model-reviews-p1837691.html,"US$136.99 ~ US$142.99",US$11.08,https://www.banggood.com/SG-1603-RTR-Brushless-60km-or-h-Several-Battery-1-or-16-2_4G-4WD-RC-Car-LED-Light-Proportional-Vehicles-Model-p-1837691.html?p=4T181370308054202203&custlinkid=1794877
1837696,"SG 1604 RTR Brushless 60km/h Several Battery 1/16 2.4G 4WD RC Car LED Light Drift Proportional Vehicles Model",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/45/6A/7a28e828-79d1-462e-94ad-6e5cbb1554cb.jpg,https://www.banggood.com/SG-1604-RTR-Brushless-60km-or-h-Several-Battery-1-or-16-2_4G-4WD-RC-Car-LED-Light-Drift-Proportional-Vehicles-Model-reviews-p1837696.html,"US$115.99 ~ US$121.99",US$10.19,https://www.banggood.com/SG-1604-RTR-Brushless-60km-or-h-Several-Battery-1-or-16-2_4G-4WD-RC-Car-LED-Light-Drift-Proportional-Vehicles-Model-p-1837696.html?p=4T181370308054202203&custlinkid=1794878
1850189,"Turbo Racing Without Transmitter 1/76 2.4G Fully Proportional Mini RC Car LED Light Vehicles Model Kids Toys",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/39/CF/6a71f12f-2bad-4ee7-b202-3071cbeb8d9a.jpg,https://www.banggood.com/Turbo-Racing-Without-Transmitter-1-or-76-2_4G-Fully-Proportional-Mini-RC-Car-LED-Light-Vehicles-Model-Kids-Toys-reviews-p1850189.html,US$51.86,US$3.63,https://www.banggood.com/Turbo-Racing-Without-Transmitter-1-or-76-2_4G-Fully-Proportional-Mini-RC-Car-LED-Light-Vehicles-Model-Kids-Toys-p-1850189.html?p=4T181370308054202203&custlinkid=1794879
1851850,"Turbo Racing C71 RTR 1/76 2.4G RWD Mini RC Car Sports Vehicles LED Lights Full Proportional Toys On-Road Models",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/4F/A2/33a8ce7c-6b0b-4a38-97ae-378b928639b6.jpg,https://www.banggood.com/Turbo-Racing-C71-RTR-1-or-76-2_4G-RWD-Mini-RC-Car-Sports-Vehicles-LED-Lights-Full-Proportional-Toys-On-Road-Models-reviews-p1851850.html,US$85.99,US$6.02,https://www.banggood.com/Turbo-Racing-C71-RTR-1-or-76-2_4G-RWD-Mini-RC-Car-Sports-Vehicles-LED-Lights-Full-Proportional-Toys-On-Road-Models-p-1851850.html?p=4T181370308054202203&custlinkid=1794880
1866160,"HBX 16886 1/14 4WD 2.4G RC Car Off Road Desert Truck Brushed Vehicle Models Full Proportional Control",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/6E/7A/c6e0766f-a7d9-4ece-93fa-77dd0de1cca0.jpg,https://www.banggood.com/HBX-16886-1-or-14-4WD-2_4G-RC-Car-Off-Road-Desert-Truck-Brushed-Vehicle-Models-Full-Proportional-Control-reviews-p1866160.html,US$76.99,US$5.39,https://www.banggood.com/HBX-16886-1-or-14-4WD-2_4G-RC-Car-Off-Road-Desert-Truck-Brushed-Vehicle-Models-Full-Proportional-Control-p-1866160.html?p=4T181370308054202203&custlinkid=1794881
